"ID","nahant_unf_d0_1080","nahant_unf_d1_1083","nahant_unf_d2_1086","nahant_unf_d3_1089","nahant_unf_d4_1092","nahant_unf_d5_1095","nahant_unf_d6_1098","nahant_unf_d7_1101","nahant_unf_d8_1104","nahant_unf_d9_1107","nahant_unf_d10_1110","nahant_unf_d11_1113","nahant_unf_d12_1116","nahant_unf_d13_1119","nahant_unf_d14_1122","nahant_unf_d15_1125","nahant_unf_d16_1128","nahant_unf_d17_1131","nahant_unf_d18_1134","nahant_unf_d19_1137","nahant_unf_d20_1140","nahant_unf_d21_1143","nahant_unf_d22_1146","nahant_unf_d23_1149","nahant_unf_d24_1152","nahant_unf_d25_1155","nahant_unf_d26_1158","nahant_unf_d27_1161","nahant_unf_d28_1164","nahant_unf_d29_1167","nahant_unf_d30_1170","nahant_unf_d31_1173","nahant_unf_d32_1176","nahant_unf_d33_1180","nahant_unf_d34_1182","nahant_unf_d35_1185","nahant_unf_d36_1188","nahant_unf_d37_1191","nahant_unf_d38_1194","nahant_unf_d39_1197","nahant_unf_d40_1200","nahant_unf_d41_1203","nahant_unf_d42_1206","nahant_unf_d43_1209","nahant_unf_d44_1212","nahant_unf_d45_1215","nahant_unf_d46_1218","nahant_unf_d47_1221","nahant_unf_d48_1224","nahant_unf_d49_1227","nahant_unf_d50_1230","nahant_unf_d51_1233","nahant_unf_d52_1236","nahant_unf_d53_1239","nahant_unf_d54_1242","nahant_unf_d55_1245","nahant_unf_d56_1248","nahant_unf_d57_1251","nahant_unf_d58_1254","nahant_unf_d59_1257","nahant_unf_d60_1260","nahant_unf_d61_1263","nahant_unf_d62_1266","nahant_unf_d63_1269","nahant_unf_d64_1272","nahant_unf_d65_1275","nahant_unf_d66_1278","nahant_unf_d67_1281","nahant_unf_d68_1284","nahant_unf_d69_1287","nahant_unf_d70_1290","nahant_unf_d71_1293","nahant_unf_d72_1296","nahant_unf_d73_1301","nahant_unf_d75_1304","nahant_unf_d76_1307","nahant_unf_d77_1310","nahant_unf_d78_1313","nahant_unf_d79_1316","nahant_unf_d81_1322","nahant_unf_d82_1325","nahant_unf_d83_1328","nahant_unf_d85_1334","nahant_unf_d86_1337","nahant_unf_d87_1340","nahant_unf_d88_1343","nahant_unf_d89_1346","nahant_unf_d90_1349","nahant_unf_d91_1352","nahant_unf_d92_1355"
"OTU_268",3,0,1,1,0,0,0,1,0,4,0,1,0,0,1,2,1,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,3,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"OTU_1514",0,2,1,1,1,2,3,6,4,1,0,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,4,8,3,0,0,1,5,7,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,3,0,3,2,1,1,3,1,1,1,1,0
"OTU_445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,23,57,55,34,35,20,9,12,16,13,15,20,5,2,14,18,53,12,4,15,5,16,8,12,4,3,7,4,4,2,3,3,2,3,15,5,5,2,0,3,1,0,19,7,55,60,9,14,8,9,3,2,11,0,2
"OTU_596",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3,3,0,0,1,1,0,0,2,1,1,2,0,0,1,3,1,1,0,2,3,0,1,0,5,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"OTU_612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,1,0,0,1,0,0,1,3,1,1,3,0,1,0,0,1,0,1,2,2,0,4,1,3,3,2,2,19,4,45,54,52,51,35,20
"OTU_615",0,0,1,2,1,3,1,2,1,0,0,0,1,2,0,1,0,0,0,0,1,2,2,1,1,0,1,4,5,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
"OTU_515",1,0,0,0,0,0,0,1,0,1,0,1,6,8,3,0,13,7,1,5,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,4,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1
"OTU_4777",0,0,0,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1,2,1,0,1,2,0,7,1,10,1,1,4,7,5,9,7,0,1,13,3,5,1,3,2,8,10,30,12,2,6,4,5,7,12,6,10,10,3,2,6,5,8,2,2,1,1,7,7,16,3,0,0,0,0,8,5,1,2,0,0,0,0,1,0,0
"OTU_617",0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,5,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,4,1,3,1,1,3,0,3,0,4,2,1,0,0,1,0,1,0,1,4,2,1,1,0,0,4,5,4,0,1,0,1,0,0
"OTU_1700",0,0,0,0,0,0,0,0,0,4,1,2,0,1,0,0,2,0,2,1,1,0,0,1,2,2,0,0,0,0,1,3,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,0,0,0,1,2,2,0,3,1,0,0,3,0,2,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_14",77,108,110,106,75,178,45,88,106,49,224,59,88,88,53,41,29,89,71,59,148,268,325,269,272,119,201,144,179,186,192,177,81,41,41,59,37,15,20,13,23,84,50,116,17,89,92,31,35,42,280,213,507,348,178,144,212,104,34,146,59,120,59,205,100,140,52,292,332,407,49,200,151,83,208,73,134,134,113,36,52,48,69,87,78,102,127,83,123,138
"OTU_117",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,16,4,9,16,4,5,2,2,6,5,4,6,2,4,3,0,1,2,2,2,6,3,4,1,9,1,4,16,4,5,3,1,1,0,0,5,7,4,3,3,5,2,3,6,1,2,3,5,7,1,3,6,5,2,5,2,10,3
"OTU_24145",0,0,2,3,1,6,0,2,1,5,13,3,1,0,1,0,0,4,0,1,3,0,5,2,1,0,2,2,8,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_47",5,6,9,4,7,2,7,5,2,5,5,6,5,2,6,11,5,24,13,9,19,7,13,12,13,10,3,5,9,10,0,27,10,21,24,27,19,31,36,30,19,24,21,27,13,7,8,7,8,16,23,20,20,11,13,18,18,15,14,17,22,28,17,37,31,10,22,12,16,10,21,27,24,14,31,16,29,36,24,30,20,13,26,14,11,14,11,19,14,11
"OTU_312",0,1,2,0,4,0,1,1,0,6,2,1,0,0,0,3,3,0,3,3,2,4,1,0,1,0,0,1,0,2,0,9,2,11,4,2,1,1,8,5,7,1,6,4,0,1,0,2,0,5,10,3,1,0,3,1,3,10,0,12,6,3,5,0,1,10,3,9,4,5,2,1,19,19,4,2,0,1,1,8,6,2,3,1,0,0,1,0,0,1
"OTU_70",2,2,5,4,3,2,5,3,4,30,8,13,8,0,3,1,7,1,12,28,13,20,6,10,9,8,4,2,5,4,3,4,1,10,9,5,6,7,13,12,6,6,7,2,2,5,0,3,2,5,4,6,1,3,0,2,2,3,2,4,3,2,18,4,3,5,1,1,0,1,0,2,1,2,2,1,0,0,0,2,3,0,2,0,2,0,1,1,0,0
"OTU_54",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,3,2,6,3,11,18,12,6,7,13,3,10,2,5,4,1,6,6,4,0,8,3,4,0,2,3,1,3,2,2,2,3,3,3,1,0,2,2,2,2,0,2,0,0,1,0,8,2,0,1,1,0,3,0,1,0,0
"OTU_184",2,0,0,0,0,1,2,0,0,3,2,5,1,0,0,2,3,0,6,2,1,1,1,0,2,7,1,0,0,0,0,2,0,0,0,0,1,1,8,6,7,3,8,3,1,2,5,12,3,2,12,17,5,16,15,21,7,6,9,2,6,2,12,2,0,5,8,6,4,3,2,1,1,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0
"OTU_1396",1,0,0,1,1,0,1,2,1,1,0,0,0,1,1,0,2,2,3,0,1,2,1,0,1,0,0,0,1,2,2,0,0,0,0,0,1,0,0,1,0,2,2,1,0,2,0,0,0,1,0,1,1,0,2,1,1,2,0,1,1,0,2,5,5,0,0,1,3,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1
"OTU_1386",0,1,0,0,1,1,0,1,3,3,2,1,1,0,1,0,0,0,1,2,2,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,1,1,0,1,2,0,3,0,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,3,0
"OTU_901",11,16,17,29,14,13,10,14,14,12,26,26,28,24,21,27,19,16,4,1,12,23,19,30,32,11,22,15,11,20,14,6,5,3,0,2,0,1,2,3,4,2,1,2,0,8,1,1,0,0,0,1,1,7,2,1,3,5,4,1,5,2,5,0,2,0,2,5,0,0,1,4,6,1,3,1,3,0,0,0,1,0,1,0,1,1,3,0,2,4
"OTU_3006",10,8,4,1,4,3,4,2,2,3,2,3,5,16,9,4,3,17,10,7,12,11,15,8,5,5,4,8,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_484",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,0,0,1,1,0,2,3,0,1,0,2,2,1,1,4,0,1,2,0,1,0,1,0,1
"OTU_378",0,3,1,0,2,0,1,0,0,0,1,3,5,8,4,6,2,3,3,1,2,3,0,0,1,1,0,1,0,0,1,6,7,12,13,6,7,7,12,6,8,5,14,1,7,14,7,3,2,1,5,6,6,5,4,5,10,1,7,9,21,14,8,4,3,3,9,6,2,1,2,4,1,1,6,3,2,5,1,2,2,5,6,10,6,6,3,6,4,8
"OTU_390",0,2,2,0,0,0,0,0,0,10,2,1,2,0,0,1,1,1,2,2,1,1,2,2,1,3,1,2,1,0,0,3,0,3,3,3,1,0,3,1,1,2,1,0,1,1,0,1,0,1,2,0,0,0,1,0,1,3,1,0,2,1,3,0,1,3,0,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_1035",0,5,4,6,1,1,0,1,0,1,7,1,0,1,1,2,0,3,3,2,0,2,6,3,1,1,3,0,3,3,4,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"OTU_912",163,47,45,23,49,68,44,51,52,10,26,32,34,38,49,42,51,59,50,41,21,38,48,26,7,24,29,24,14,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_512",0,0,0,0,0,0,0,0,0,2,0,3,1,1,12,6,2,9,8,4,10,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,2,0,0,2,4,4,4,2,3,9,3,13,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,0,2,0,5,7,5,4,2,1
"OTU_52",51,113,125,161,119,157,68,66,79,11,49,31,44,32,44,32,21,13,18,7,42,13,55,40,35,22,70,181,202,156,215,22,18,11,11,10,18,6,4,5,9,13,9,8,4,15,2,1,4,1,32,8,13,13,13,2,15,2,2,8,9,10,1,0,4,0,0,6,2,4,5,4,5,0,4,6,18,7,14,3,2,5,1,4,4,2,2,4,4,5
"OTU_443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,6,0,0,0,3,9,10,12,3,15,10,4,5,2,7,2,7,3,3,5,2
"OTU_3297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11,15,11,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_3149",9,4,3,1,5,5,1,4,1,5,1,1,5,8,1,9,9,7,17,4,9,3,6,0,5,4,5,12,9,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_967",0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,2,0,1,0,0,0,5,0,1,3,0,1,1,1,3,3,1,0,1,1,0,1,0,0,0,2,1,0,1,1,0,2,0,2,0,1,0,4,0,0,0,2,3,1,1,4,1,1,7,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
"OTU_6360",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,1,2,0,0,0,1,2,0,0,2,0,1,1,3,1,1,0,0,1,4,0,0,0,1,2,0,4,2,0,2,1,2,4,1,2,3,2,1,4,4
"OTU_480",1,0,1,1,2,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,3,0,5,4,5,2,5,24,23,21,10,8,1,6,0,3,6,26,4,9,2,9,0,1,1,1,0,0,2,3,3,2,11,2,2,2,2,4,2,0,0,0,1,2,0,0,1,0,0,2,6,6,1,1,2,2,1,1,4,1,2,1,0,0,1,2
"OTU_2520",1,1,0,0,1,0,0,0,0,5,0,0,4,4,5,5,5,1,8,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_344",3,0,6,4,0,1,1,2,0,6,0,1,1,0,3,2,5,1,3,11,4,5,4,2,2,4,0,0,0,0,1,4,0,2,1,0,2,0,1,0,0,2,1,2,1,0,1,0,0,5,4,0,1,0,0,3,4,14,2,6,2,2,6,7,2,16,3,2,3,2,1,1,10,12,1,0,1,0,2,1,3,2,2,2,0,1,1,0,1,1
"OTU_990",1,1,1,1,1,0,1,0,1,0,0,12,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,4,0,3,1,5,3,2,3,0,2,1,5,2,4,2,11,3,0,3,4,2,3,8,0,0,0,6,2,0,4,1,1,2,3,2,0,0,2,0,0,0,4,0,2,6,2,0,1,1,3,0,0,0,0
"OTU_887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,15,42,31,20,3,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5362",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,3,2,2,0,0,1,0,3,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"OTU_1949",0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,2,2,1,0,1,1,0,3,0,2,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,1,1,3,0,0,0,0,0,0,1
"OTU_2461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,3,0,1,1,0,3,5,1,2,0,6,3,2,2,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0
"OTU_67",9,22,42,58,12,50,12,26,13,45,35,19,11,9,14,5,3,25,17,12,28,39,34,5,6,9,18,30,71,56,51,43,23,24,23,38,57,13,15,12,13,147,18,24,3,4,28,5,10,7,9,10,14,12,7,29,18,14,1,30,9,15,11,51,24,6,3,6,11,7,4,5,9,2,2,2,4,2,1,1,0,3,1,2,1,1,1,0,2,1
"OTU_175",1,1,1,0,1,0,0,1,1,0,0,7,3,9,2,1,1,0,2,1,2,1,2,7,2,2,3,6,0,4,0,2,1,1,2,0,3,1,2,2,0,1,0,0,1,1,1,0,0,0,2,2,2,0,4,1,1,1,6,1,1,1,0,0,0,0,4,0,0,0,2,6,0,1,0,0,0,5,0,1,2,1,0,2,2,0,0,0,0,1
"OTU_867",27,12,4,11,7,8,10,10,7,2,5,4,3,7,6,6,9,12,5,11,3,7,4,1,3,4,3,2,2,1,4,0,0,0,0,0,0,1,0,1,0,2,0,0,1,4,0,3,1,0,0,0,1,2,1,0,4,3,1,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,5,2,1
"OTU_223",9,1,1,0,1,0,4,0,3,1,0,1,1,3,5,1,3,5,5,2,0,0,1,0,0,0,2,2,1,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,3,0,3,2,0,0,0,1,0,1,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,2,0,1,2,1,2,8,5,5,2,2,3
"OTU_275",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,6,0,2,2,0,0,1,1,1,3,6,3,8,0,1,2,1,7,3,3,1,1,3,2,2,0,3,3,2,4,3,1,2,4,3,1,3,3,1,4,1,2,2,2,5,7,1,2,18,14,10,20,20,13,3,4,0,3,2,10,1,2,1,1,0,2,0,2
"OTU_550",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,5,3,2,1,5,0,3,0,2,1,0,0,3,4,1,0,1,1,3,0,0,0,0,3,2,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"OTU_53",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,3,0,0,0,3,1,0,0,4,0,3,1,0,0,0,0,2,0,0,3,2,0,1,0,0,14,16,32,2,0,1,1,4,1,2,0,3,1,3,0,0,1,2,6,0,0,4,0,0,0,0,0,0
"OTU_1761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,8,11,17,1,3,4,1,2,0,1,0,0,0,1,0,2,0,0,0,2,0,2,1,0,0,1,2
"OTU_1513",1,0,0,0,0,0,0,1,0,1,3,7,1,4,6,2,2,2,0,1,4,0,2,0,0,3,1,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,2,1,0,0,0,3,2,0,1,2,1,4,4,5,1,0,4,2,1,0,1,3,2,3,1
"OTU_93",11,33,19,20,23,14,17,19,22,7,14,3,20,10,15,9,3,18,15,7,14,17,17,13,9,8,16,17,14,7,9,11,4,5,5,3,2,1,2,0,0,7,1,4,1,5,11,1,4,1,6,4,2,15,2,12,12,5,3,15,4,16,3,5,24,5,1,13,41,75,32,14,53,21,35,8,39,33,49,23,24,19,9,12,14,29,25,11,17,28
"OTU_1935",1,1,1,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2,4,3,0,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_444",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,2,2,2,3,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0
"OTU_991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,5,0,0,0,0,3,5,1,4,4,4,3
"OTU_959",0,0,3,1,1,0,0,2,3,8,1,0,0,0,0,1,0,0,1,1,1,3,1,0,1,1,2,1,0,2,2,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,0,2,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"OTU_88",0,0,0,0,0,0,0,0,0,3,1,4,5,2,5,5,2,3,6,1,8,0,1,0,3,1,4,1,0,0,0,0,8,2,4,1,1,5,0,1,2,0,2,1,8,0,5,8,3,1,0,0,0,0,2,2,0,1,4,1,0,1,0,9,0,1,6,2,1,0,8,2,2,1,2,2,0,0,1,0,0,0,3,0,4,3,1,2,21,1
"OTU_859",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,2,1,0,1,1,2,3,0,3,9,21,1,4,1,1,0,2,14,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"OTU_661",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,3,0,1,2,1,2,4,2,6,2,2
"OTU_2213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,7,0,1,0,2,4,1,0,2,1,0,0,1,1,3,2,1,0,6,2,1,11,6,3,6,2,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,2,0,1,4,5,2,1,2
"OTU_1260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,6,1,2,2,1,0,1,1,1,2,0,0,1,10,4,1,3,0,0,0,5,1,0,0,3,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0
"OTU_391",4,7,1,1,0,0,2,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3,1,9,1,2,1,0,0,0,0,0,2,8,1,4,0,1,0,0,0,2,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,1,1,2,1,0,3,3,3,3
"OTU_1625",6,3,2,0,7,1,6,2,1,0,1,3,9,27,5,9,6,8,4,3,2,0,2,1,1,3,1,0,0,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"OTU_364",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,7,2,1,5,0,2,1,2,3,1,0,1,4,1,1,0,0,0,1,1,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,4,0,0,0,0,3,2,2,5,4,1,5
"OTU_601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,2,5,3,1,2,0,2,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,5,5,2,0,2,0,1,0,1,0,0
"OTU_590",1,2,3,1,1,0,1,2,2,5,1,1,0,0,1,1,1,0,1,0,1,0,0,4,3,6,5,0,1,5,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_418",1,2,2,0,2,1,0,0,0,5,2,1,1,0,1,1,4,1,6,1,1,3,2,2,1,5,1,0,1,6,0,0,0,1,1,0,1,1,1,3,2,3,3,0,0,0,1,2,1,1,3,2,1,3,3,2,4,2,0,0,2,1,3,0,0,3,2,3,3,1,3,1,1,1,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0
"OTU_285",0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0,1,8,7,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0
