"ID","nahant_02um_d1_1","nahant_02um_d2_4","nahant_02um_d3_7","nahant_02um_d4_10","nahant_02um_d5_13","nahant_02um_d6_16","nahant_02um_d7_19","nahant_02um_d8_22","nahant_02um_d9_25","nahant_02um_d10_28","nahant_02um_d11_31","nahant_02um_d12_34","nahant_02um_d13_37","nahant_02um_d14_40","nahant_02um_d15_43","nahant_02um_d16_46","nahant_02um_d17_49","nahant_02um_d18_52","nahant_02um_d19_55","nahant_02um_d20_58","nahant_02um_d21_61","nahant_02um_d22_64","nahant_02um_d23_67","nahant_02um_d24_70","nahant_02um_d25_73","nahant_02um_d26_76","nahant_02um_d27_79","nahant_02um_d28_82","nahant_02um_d29_85","nahant_02um_d30_88","nahant_02um_d31_91","nahant_02um_d32_94","nahant_02um_d33_97","nahant_02um_d34_100","nahant_02um_d35_103","nahant_02um_d36_106","nahant_02um_d37_109","nahant_02um_d38_112","nahant_02um_d39_115","nahant_02um_d40_118","nahant_02um_d41_121","nahant_02um_d42_124","nahant_02um_d43_127","nahant_02um_d44_130","nahant_02um_d45_133","nahant_02um_d46_136","nahant_02um_d47_139","nahant_02um_d48_142","nahant_02um_d49_145","nahant_02um_d50_148","nahant_02um_d51_151","nahant_02um_d52_154","nahant_02um_d53_157","nahant_02um_d54_160","nahant_02um_d55_163","nahant_02um_d56_166","nahant_02um_d57_169","nahant_02um_d58_172","nahant_02um_d59_175","nahant_02um_d60_178","nahant_02um_d61_181","nahant_02um_d62_184","nahant_02um_d63_187","nahant_02um_d64_190","nahant_02um_d65_193","nahant_02um_d66_196","nahant_02um_d67_199","nahant_02um_d68_202","nahant_02um_d69_205","nahant_02um_d70_208","nahant_02um_d71_211","nahant_02um_d72_214","nahant_02um_d73_217","nahant_02um_d74_220","nahant_02um_d75_223","nahant_02um_d76_226","nahant_02um_d77_229","nahant_02um_d78_232","nahant_02um_d79_235","nahant_02um_d80_238","nahant_02um_d81_241","nahant_02um_d82_244","nahant_02um_d83_247","nahant_02um_d84_250","nahant_02um_d85_253","nahant_02um_d86_256","nahant_02um_d87_259","nahant_02um_d88_262","nahant_02um_d89_265","nahant_02um_d90_268","nahant_02um_d91_271","nahant_02um_d92_274"
"OTU_1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,1,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,1,1,0,0,6,1,2,2,0,0,1,0,0,0,1,0,0
"OTU_256",0,8,0,0,32,2,1,3,3,0,0,2,0,1,0,2,3,15,5,6,0,0,0,2,1,0,0,0,1,0,7,3,28,9,22,3,27,44,23,7,5,9,27,7,3,2,5,19,52,17,7,3,2,3,0,1,4,2,0,4,3,12,14,7,2,4,0,0,0,2,0,1,4,1,6,3,0,2,7,1,1,3,3,2,2,0,0,0,0,0,0,0
"OTU_693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,1,0,1,0,1,0,0,0,0
"OTU_1394",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,1,4,0,1,10,7,4,3,6,6,11,9,17,11,8,20,9
"OTU_2494",3,6,2,3,1,3,5,5,3,1,1,2,0,1,2,2,2,1,1,2,0,2,0,2,3,5,4,7,1,9,3,4,0,1,4,5,1,2,3,0,2,1,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_374",0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,9,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_3422",0,0,0,1,0,1,0,5,1,2,1,0,0,1,1,1,1,0,0,0,2,0,2,1,2,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,2,1,2,11,4,7,0,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_2502",1,0,0,2,1,2,0,0,1,1,0,1,0,0,0,0,4,2,0,0,0,2,2,1,3,0,0,0,0,0,1,4,1,3,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_174",2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_642",3,3,3,1,3,4,8,5,2,10,8,4,1,4,6,5,4,6,5,4,7,4,4,6,5,7,7,6,5,5,5,0,4,8,7,5,3,4,10,12,9,6,5,4,5,7,4,7,5,6,2,2,6,3,5,10,3,10,11,11,14,6,4,0,0,0,0,0,1,3,2,2,1,1,1,1,3,1,2,0,1,2,4,2,5,5,11,3,8,4,12,4
"OTU_1462",1,2,0,0,1,2,2,2,3,2,5,1,3,1,2,0,0,2,1,0,0,1,4,2,3,1,2,0,0,2,1,2,1,4,2,2,2,2,5,3,3,7,2,9,5,1,4,2,0,3,0,2,1,1,4,0,3,5,4,2,3,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,1,3,7,1,2,2,1,2,4,6,6,8,5,3,3,4
"OTU_109",79,67,53,73,68,60,50,47,56,55,38,25,36,38,36,37,42,44,27,45,32,60,49,56,61,43,52,55,30,45,29,26,17,46,32,34,9,24,31,44,49,56,24,44,42,40,31,27,17,16,2,12,24,17,40,40,24,28,34,39,36,15,7,4,0,0,4,2,2,9,4,2,2,0,1,2,5,0,3,9,6,7,8,6,16,19,19,25,21,19,22,13
"OTU_3372",0,0,0,2,0,1,0,0,0,1,2,3,7,2,3,1,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU_36473",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,2,2,1,0,1,3,11,0,2,2,2,3,3,5,0,1,0,0,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_7242",0,0,1,1,0,1,3,2,0,1,1,0,0,3,1,0,3,0,0,1,0,1,1,0,0,1,1,0,1,2,0,0,0,1,1,0,0,0,0,5,2,1,3,2,0,1,2,1,1,0,0,0,0,0,2,0,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,2,1,1,1,1,0,1,1,2,2,1,0,0,0,2,3
"OTU_1638",1,3,0,3,3,3,1,3,2,4,6,0,4,2,1,2,4,1,2,2,0,0,3,2,0,1,7,5,2,5,2,2,0,0,0,1,0,0,0,1,1,3,1,1,1,2,2,3,1,0,0,1,0,0,1,2,0,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,1
"OTU_454",1,1,3,2,1,2,0,2,1,1,0,1,0,1,4,0,0,2,11,3,5,6,1,3,0,7,1,1,3,2,4,0,0,2,2,1,0,2,2,0,1,3,3,0,1,0,0,1,2,2,3,5,4,3,1,1,2,3,3,2,0,4,6,6,8,4,3,2,0,2,1,0,2,2,5,2,2,3,0,1,2,2,2,1,0,1,1,3,3,2,1,1
"OTU_457",0,0,0,0,0,0,0,0,0,1,0,4,7,4,9,7,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,4,2,2,1
"OTU_6215",1,0,0,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"OTU_1033",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,0,1,0,0,0,0,0,0,0,0
"OTU_5441",0,0,0,0,2,1,3,1,2,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,3,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0
"OTU_440",0,0,0,1,0,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_851",22,14,25,10,5,11,17,9,18,6,17,6,5,4,6,8,4,2,22,8,23,6,6,11,4,8,6,6,26,16,11,11,7,3,14,10,2,8,6,11,14,2,9,2,4,3,2,0,2,2,1,4,3,8,5,1,2,1,1,5,1,2,2,2,0,1,0,0,3,1,0,1,2,2,0,0,1,0,0,0,1,3,1,1,0,1,0,1,0,1,1,0
"OTU_1044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,0,1,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_337",25,14,8,15,9,13,10,9,8,9,19,24,24,7,13,13,8,12,7,7,2,3,11,8,13,5,14,7,0,3,3,8,1,10,4,9,3,2,5,1,9,11,6,12,18,6,15,10,10,1,1,3,5,9,11,11,9,13,13,13,12,1,3,1,0,0,1,3,0,10,5,2,1,0,2,5,3,3,8,11,0,2,5,3,3,4,4,4,6,8,3,7
"OTU_3654",3,2,3,1,1,5,2,0,0,0,0,1,0,0,2,1,1,0,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_3408",0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0
"OTU_3055",1,0,0,1,1,1,1,1,0,1,2,3,1,0,1,0,1,0,1,0,0,1,2,1,1,0,3,0,0,2,2,0,0,1,0,3,0,0,0,1,1,3,0,3,2,2,7,2,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,3,2,0,1,3,3,2,1,1,3,0,0,2,0
"OTU_129",0,0,5,0,0,2,0,1,1,1,3,0,0,0,0,0,1,1,5,1,1,2,7,4,0,5,5,4,12,13,9,8,3,9,6,11,8,17,11,16,14,12,19,13,15,10,7,7,7,4,10,18,10,26,25,11,21,21,18,13,11,15,15,5,6,8,14,12,34,16,37,31,51,49,84,129,118,118,112,106,94,124,139,86,64,59,24,34,51,42,38,34
"OTU_2602",0,1,0,0,0,1,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,2,0
"OTU_918",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"OTU_1029",24,7,20,33,22,31,22,22,31,6,23,31,17,41,27,16,11,26,22,12,3,11,8,3,13,33,12,20,40,38,28,28,6,13,29,22,36,19,38,22,57,54,32,27,23,28,14,17,20,14,25,20,18,9,18,6,25,23,31,14,34,30,66,43,16,9,13,57,27,18,28,23,40,31,48,46,66,99,63,160,145,138,145,68,20,39,32,33,45,34,26,30
"OTU_1257",3,12,6,6,10,4,8,7,13,11,7,2,2,4,4,5,3,1,2,15,6,4,3,6,6,10,11,5,9,5,5,7,3,7,2,7,2,3,8,5,5,12,5,5,5,5,4,3,2,4,2,1,1,4,8,4,7,7,6,6,8,6,6,0,0,1,1,0,3,2,2,2,3,2,1,7,11,2,11,4,6,5,4,1,5,5,9,7,9,7,2,2
"OTU_1614",0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,3,2,5,3,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,28,5,5,6,0,3,4,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_1166",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,6,4,11,12,8,19,5,16,6,21,10,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,2,3,0,3,2,2,1,1,0,4,0,1,2,2
"OTU_78",0,0,0,0,1,1,0,0,0,3,2,15,18,2,23,22,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,4,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,3,0,2,0,4,0,1,1,3,2,4,0,2,2
"OTU_1486",0,1,0,2,2,2,0,0,0,0,2,1,2,0,3,3,1,1,0,0,0,0,1,0,0,1,0,1,2,1,3,2,0,1,0,0,0,0,0,1,1,4,2,1,4,2,1,2,1,0,0,0,0,0,1,2,0,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,6,7,2,1,2,0,1,2,0,0
"OTU_1179",4,7,3,2,1,1,4,2,2,3,4,3,4,2,6,2,4,7,3,4,4,2,0,1,2,3,2,3,0,4,2,2,1,3,0,2,2,0,3,4,4,3,4,5,2,2,1,0,4,0,0,1,2,2,0,3,1,1,1,3,1,6,1,1,0,0,1,0,1,0,5,6,2,0,0,1,3,0,1,1,2,1,3,1,1,4,2,1,1,0,4,1
"OTU_2981",5,4,5,4,0,3,1,3,3,1,1,1,1,2,0,0,3,1,0,2,3,4,1,3,1,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_3169",2,0,1,0,1,2,1,1,0,0,0,2,1,2,1,1,0,4,1,0,0,0,0,0,2,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,3,2,8,1,4,6,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
"OTU_4588",0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,1,0,1,0
"OTU_37",7,193,5,285,265,27,48,4,3,0,1,1,1,2,0,1,3,46,25,1,1,0,1,9,0,0,3,2,1,24,16,0,674,28,112,20,104,13,11,6,9,11,13,12,3,5,2,5,52,31,11,6,6,1,1,2,55,1,2,2,0,37,176,50,17,4,1,0,1,4,1,0,8,3,8,11,1,3,7,3,7,5,2,4,0,0,0,1,1,18,0,1
"OTU_2536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0
"OTU_12285",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
"OTU_1235",1,1,1,1,2,0,2,1,0,1,0,1,2,0,0,1,1,0,1,0,2,1,1,0,1,4,3,5,7,1,3,3,1,4,1,0,0,1,3,1,1,1,1,0,1,0,2,4,2,2,2,2,0,1,0,3,0,1,2,1,0,2,2,2,3,3,2,10,9,10,12,7,3,13,3,1,2,2,3,5,1,3,5,2,5,0,3,2,1,2,1,1
"OTU_1698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1602",3,2,3,1,0,1,2,0,0,1,1,7,2,7,3,1,2,3,5,1,0,3,1,0,1,4,1,3,0,0,0,1,0,2,0,0,0,0,1,1,0,1,2,2,1,1,1,2,1,1,0,1,0,1,3,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,2,0,3,3,3,4
"OTU_316",0,0,0,1,0,0,0,0,0,1,1,3,1,3,1,2,1,0,2,0,0,1,0,4,1,2,1,1,0,2,2,2,2,1,2,4,2,0,5,2,5,1,5,12,22,12,14,16,11,12,1,5,6,7,19,14,16,5,15,15,16,8,4,2,1,2,2,4,6,19,9,13,10,4,15,4,17,21,27,20,18,20,24,25,29,23,17,18,19,19,23,19
"OTU_1333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,1
"OTU_3185",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1927",0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,2,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,3,3,3,9,3,3,1,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,0,2,1,1,1,3,2
"OTU_265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0
"OTU_166",18,25,12,20,24,43,29,40,25,32,25,19,19,26,22,29,36,38,18,58,33,38,33,31,44,30,24,22,17,22,26,19,4,26,10,28,4,15,19,20,26,14,15,19,24,23,16,12,9,12,2,8,9,20,8,16,11,19,21,21,22,9,8,1,0,1,3,1,2,11,7,6,8,2,4,1,5,6,5,3,2,0,4,8,10,10,9,7,14,8,12,16
"OTU_1278",0,1,0,0,1,2,1,2,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"OTU_2535",3,0,0,2,0,2,2,1,1,1,0,4,7,9,0,8,2,2,6,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"OTU_5147",3,0,0,1,0,2,1,0,0,0,0,4,3,2,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4
"OTU_2678",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,1,4,2,1,0,0,0,0,0
"OTU_1441",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,1,0,0,0,4,1,1,0,1,0,0,0,0,0,1,1,1,1,1,3,2,1,0,0,1,4,0,0,0,0
"OTU_3896",0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,0,1,1,1,1,2,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"OTU_111",33,38,25,33,16,49,29,40,40,20,38,63,58,78,52,67,42,36,95,27,40,39,28,38,29,41,26,27,49,39,17,27,11,27,33,16,15,28,11,19,28,13,34,18,20,32,18,25,26,14,45,19,28,49,40,28,53,23,29,28,9,25,11,15,9,20,21,32,26,29,50,33,17,21,23,24,23,23,17,26,20,43,40,20,27,36,10,36,47,54,30,36
"OTU_3681",3,1,0,1,1,1,1,1,1,3,1,0,0,0,1,0,3,0,1,1,0,1,0,3,0,2,1,4,4,3,2,2,0,0,1,0,0,2,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_6132",0,1,1,0,0,1,5,1,0,1,2,3,1,1,0,0,0,1,2,1,1,1,2,0,0,0,0,2,1,0,1,1,0,1,0,1,3,2,6,1,1,2,0,1,2,2,0,1,2,1,4,0,1,2,0,2,0,4,0,2,1,8,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,0,4,5,3,0,0,0,0,1,0,0,0,0,2
"OTU_2956",1,2,2,1,1,1,4,1,4,2,2,2,4,0,0,0,1,0,1,2,0,0,2,1,2,4,1,3,1,1,3,1,0,0,1,0,0,0,1,1,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,1,0,2,0,0
"OTU_4356",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,0,0,1,2,1,2,1,2,0,1,1
"OTU_1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,4,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,4,1,0
"OTU_20032",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,0,0,0,0,0,0
